symbol,companyName,marketCap,sector,industry,beta,price,lastAnnualDividend,volume,exchange,exchangeShortName
GILD,Gilead Sciences Inc,77730644000.0,Healthcare,Drug Manufacturers General,0.52957,62.0,2.62,8976343,Nasdaq Global Select,NASDAQ
ZTS,Zoetis Inc,77709967000.0,Healthcare,Drug Manufacturers General Specialty & Generic,0.72046,163.55,0.728,1548448,New York Stock Exchange,NYSE
CELG,Celgene Corporation,77035921000.0,Healthcare,Biotechnology,1.41308,108.24,0.0,0,Nasdaq Global Select,NASDAQ
PLD,Prologis Inc,77023953000.0,Real Estate,REIT Industrial,0.90924,104.26,2.22,2526682,New York Stock Exchange,NYSE
DE,Deere & Co,75228807000.0,Industrials,Farm & Heavy Construction Machinery,0.9581,240.06,3.04,1594214,New York Stock Exchange,NYSE
RIO,Rio Tinto Plc,74864337000.0,Basic Materials,Other Industrial Metals & Mining,0.81979,60.05,3.8600000000000003,2012690,New York Stock Exchange,NYSE
ANTM,Anthem Inc,74664583000.0,Healthcare,Health Care Plans,0.99486,296.87,3.5,1128846,New York Stock Exchange,NYSE
FDX,FedEx Corp,74528866000.0,Industrials,Integrated Freight & Logistics,1.42156,283.82,2.6,3325285,New York Stock Exchange,NYSE
SCHW,Charles Schwab Corp,73654608000.0,Financial Services,Capital Markets,1.14842,39.29,0.7,10769523,New York Stock Exchange,NYSE
MO,Altria Group Inc,73462546000.0,Consumer Defensive,Tobacco,0.51062,39.53,4.16,7658381,New York Stock Exchange,NYSE
BBT,BB&T Corporation,72754282000.0,Financial Services,Banks,1.138806,54.24,1.72,6129001,New York Stock Exchange,NYSE
EQIX,Equinix Inc,72412258000.0,Real Estate,REIT Specialty,0.38219,817.69,10.04,347443,Nasdaq Global Select,NASDAQ
VEA,Vanguard FTSE Developed Markets,72401444965.0,,,0.0,41.56,1.044,8724287,NYSE Arca,NYSE
AET,Aetna Inc.,71120500000.0,Healthcare,Health Care Plans,0.681521,212.3,2.0,2107092,New York Stock Exchange,NYSE
GS,Goldman Sachs Group Inc,70951911000.0,Financial Services,Capital Markets,1.4111,206.21,5.0,3223765,New York Stock Exchange,NYSE
DWDP,DowDuPont Inc.,70634327500.0,Basic Materials,Chemicals,0.971702,30.51,1.52,8708315,New York Stock Exchange,NYSE
CCI,Crown Castle International Corp,70042583000.0,Real Estate,REIT Specialty,0.27318,166.9,4.725,1807614,New York Stock Exchange,NYSE
CL,Colgate-Palmolive Co,68857790000.0,Consumer Defensive,Household & Personal Products,0.57772,80.31,1.73,3116617,New York Stock Exchange,NYSE
BDX,Becton Dickinson and Co,68696056000.0,Healthcare,Medical Instruments & Supplies,0.83724,236.99,3.14,1426609,New York Stock Exchange,NYSE
D,Dominion Energy Inc,68395475000.0,Utilities,Utilities Diversified,0.38845,81.41,3.715,3534215,New York Stock Exchange,NYSE
BKNG,Booking Holdings Inc,68296942000.0,Consumer Cyclical,Travel Services,1.10692,1667.87,0.0,337207,Nasdaq Global Select,NASDAQ
DUK,Duke Energy Corp,67931857000.0,Utilities,Utilities Regulated Electric,0.26802,92.37,3.78,3512014,New York Stock Exchange,NYSE
TJX,TJX Companies Inc,67926749000.0,Consumer Cyclical,Apparel Retail,0.76676,56.65,0.46,6746026,New York Stock Exchange,NYSE
FISV,Fiserv Inc,67781972000.0,Technology,Information Technology Services,0.74322,101.22,0.0,4739609,Nasdaq Global Select,NASDAQ
AGG,iShares Core U.S. Aggregate Bond,67503813000.0,,,0.0,117.89,2.8169999999999997,6200048,NYSE Arca,NYSE
APD,Air Products and Chemicals Inc,65857339000.0,Basic Materials,Chemicals,0.85294,298.14,4.82,944984,New York Stock Exchange,NYSE
SNP,China Petroleum & Chemical Corporation,65665417000.0,Energy,Oil & Gas Integrated,1.644408,38.83,4.37,154817,New York Stock Exchange,NYSE
ITW,Illinois Tool Works Inc,65331925000.0,Industrials,Specialty Industrial Machinery,1.15489,206.64,4.21,902775,New York Stock Exchange,NYSE
CI,Cigna Corp,65325056000.0,Healthcare,Health Care Plans,0.71584,177.9,0.04,1861184,New York Stock Exchange,NYSE
INFY,Infosys Limited American Depositary Shares,64978371000.0,Technology,Information Technology Services,0.017042,15.51,0.390279,9441710,New York Stock Exchange,NYSE
BDXA,Becton Dickinson and Company Depositary Shares each Representing a 1/20th Interest in a Share of 6.125% Mandatory Convertible Preferred Stock Series A $1.00 par,64578707000.0,Healthcare,Medical Instruments & Equipment,1.115472,59.24,3.8288,0,New York Stock Exchange,NYSE
VMW,VMware Inc,64115581000.0,Technology,Software Infrastructure,0.87872,152.61,0.0,1117132,New York Stock Exchange,NYSE
GE,General Electric Co,63811486000.0,Industrials,Specialty Industrial Machinery,0.88043,7.29,0.04,95767848,New York Stock Exchange,NYSE
REGN,Regeneron Pharmaceuticals Inc,63807537000.0,Healthcare,Biotechnology,0.40139,599.74,0.0,873715,Nasdaq Global Select,NASDAQ
ADP,Automatic Data Processing Inc,63797744000.0,Industrials,Staffing & Employment Services,0.76402,148.42,3.4,2227806,Nasdaq Global Select,NASDAQ
IWF,iShares Russell 1000 Growth,63725666000.0,,,0.0,225.02,1.6669999999999998,1674057,NYSE Arca,NYSE
AGN,Allergan plc,63659160000.0,Healthcare,Drug Manufacturers General,1.640809,193.02,3.7,12442653,New York Stock Exchange,NYSE
VWO,Vanguard FTSE Emerging Markets,63446688000.0,,,0.0,44.74,1.306,10619450,NYSE Arca,NYSE
SHW,Sherwin-Williams Co,63308677000.0,Basic Materials,Specialty Chemicals,1.06368,695.32,4.94,454137,New York Stock Exchange,NYSE
MELI,Mercadolibre Inc,63200301000.0,Consumer Cyclical,Internet Retail,1.62433,1271.38,0.0,522140,Nasdaq Global Select,NASDAQ
DCUE,"Dominion Energy, Inc.",63034008000.0,Utilities,Utilities Diversified,0.22091,104.61,0.0,95653,NYSE,NYSE
IEMG,iShares Core MSCI Emerging Markets,62684078000.0,,,0.0,54.47,1.637,10123706,NYSE Arca,NYSE
ATVI,Activision Blizzard Inc,62228324000.0,Communication Services,Electronic Gaming & Multimedia,0.66679,80.62,0.37,6391853,Nasdaq Global Select,NASDAQ
REN,Resolute Energy Corporation Comon Stock,61840460000.0,Energy,Oil & Gas E&P,3.122288,31.06,0.0,593993,New York Stock Exchange,NYSE
SO,Southern Co,61625184000.0,Utilities,Utilities Regulated Electric,0.42422,58.35,2.5,3869207,New York Stock Exchange,NYSE
CSX,CSX Corp,61288395000.0,Industrials,Railroads,1.20755,80.11,1.0,3650323,Nasdaq Global Select,NASDAQ
RXD,ProShares UltraShort Health Care,61092610000.0,,,0.0,10.825,0.25,4846,NYSE Arca,NYSE
EFA,iShares MSCI EAFE,60752015000.0,,,0.0,64.74,1.634,21062045,NYSE Arca,NYSE
NTES,NetEase Inc.,60714627000.0,Communication Services,Internet Content & Information,0.806913,88.52,10.809999999999999,2458396,Nasdaq Global Select,NASDAQ
CME,CME Group Inc,60245754000.0,Financial Services,Financial Data & Stock Exchanges,0.33368,167.99,3.2,1540692,Nasdaq Global Select,NASDAQ
EPV,ProShares UltraShort FTSE Europe,59750048000.0,,,0.0,21.66,0.233,10710,NYSE Arca,NYSE
ENB,Enbridge Inc,59491652000.0,Energy,Oil & Gas Midstream,0.91338,29.45,3.096,2838646,New York Stock Exchange,NYSE
UBER,Uber Technologies Inc,59098350000.0,Technology,Software Application,0.0,33.72,0.0,20495006,NYSE,NYSE
USB,U.S. Bancorp,58958934000.0,Financial Services,Banks Regional,1.15088,39.14,1.63,6304303,New York Stock Exchange,NYSE
CCZ,Comcast Holdings ZONES,58709561000.0,Consumer Cyclical,Entertainment,0.043903,61.98,0.375,92,New York Stock Exchange,NYSE
ECL,Ecolab Inc,58369794000.0,Basic Materials,Specialty Chemicals,0.90501,204.53,1.86,1122432,New York Stock Exchange,NYSE
MMC,Marsh & McLennan Companies Inc,58220442000.0,Financial Services,Insurance Brokers,0.80268,114.94,1.82,1648379,New York Stock Exchange,NYSE
HUM,Humana Inc,57907290000.0,Healthcare,Health Care Plans,0.92784,437.72,2.9,604217,New York Stock Exchange,NYSE
AMAT,Applied Materials Inc,57536831000.0,Technology,Semiconductor Equipment & Materials,1.27818,63.0,0.85,7920071,Nasdaq Global Select,NASDAQ
MU,Micron Technology Inc,57338712000.0,Technology,Semiconductors,1.30085,51.61,0.0,19254715,Nasdaq Global Select,NASDAQ
VUG,Vanguard Growth,57202856000.0,,,0.0,236.31,1.71,991309,NYSE Arca,NYSE
