symbol,companyName,marketCap,sector,industry,beta,price,lastAnnualDividend,volume,exchange,exchangeShortName
IOTS,Adesto Technologies Corporation,391868736.0,Technology,Semiconductors,1.094707,12.54,0.0,0,NASDAQ Capital Market,NASDAQ
JASO,JA Solar Holdings Co. Ltd.,352265000.0,Technology,Semiconductors,0.828534,7.5,0.0,452257,Nasdaq Global Select,NASDAQ
DSPG,DSP Group Inc,338389504.0,Technology,Semiconductors,0.86067,14.39,0.0,153767,Nasdaq Global Select,NASDAQ
NPTN,NeoPhotonics Corp,333575136.0,Technology,Semiconductors,1.19414,6.73,0.0,1074656,New York Stock Exchange,NYSE
AAOI,Applied Optoelectronics Inc,231611584.0,Technology,Semiconductors,1.99055,10.17,0.0,796193,NASDAQ Global Market,NASDAQ
NVEC,NVE Corp,231511728.0,Technology,Semiconductors,1.16466,47.9,4.0,19887,NASDAQ Capital Market,NASDAQ
SOL,ReneSola Ltd,184431200.0,Technology,Semiconductors,1.60044,3.57,0.0,1527690,New York Stock Exchange,NYSE
GSIT,GSI Technology Inc,167851456.0,Technology,Semiconductors,0.99458,7.11,0.0,40247,Nasdaq Global Select,NASDAQ
OIIM,O2micro International Ltd,157699280.0,Technology,Semiconductors,1.25135,5.84,0.0,300264,Nasdaq Global Select,NASDAQ
SQNS,Sequans Communications SA,155804704.0,Technology,Semiconductors,0.64471,5.14,0.0,167910,New York Stock Exchange,NYSE
MRAM,Everspin Technologies Inc,147608032.0,Technology,Semiconductors,2.33546,7.79,0.0,223952,NASDAQ Global Market,NASDAQ
VVPR,VivoPower International PLC,125353784.0,Technology,Semiconductors,4.88554,7.4,0.0,4909170,NASDAQ Capital Market,NASDAQ
RESN,Resonant Inc,124719888.0,Technology,Semiconductors,3.17601,2.34,0.0,1036310,NASDAQ Capital Market,NASDAQ
EMKR,EMCORE Corp,109104056.0,Technology,Semiconductors,1.03105,3.71,0.0,80353,NASDAQ Global Market,NASDAQ
PXLW,Pixelworks Inc,98462888.0,Technology,Semiconductors,2.22736,2.32,0.0,360966,NASDAQ Global Market,NASDAQ
WKEY,WISeKey International Holding AG,89024712.0,Technology,Semiconductors,1.430703,6.26,0.0,244752,NasdaqGS,NASDAQ
IMI,Intermolecular Inc.,58384575.0,Technology,Semiconductors,1.174275,1.18,0.0,27495,Nasdaq Global Select,NASDAQ
NLST,Netlist Inc,57946825.2,Technology,Semiconductors,0.38239,0.54,0.0,1128912,NASDAQ Capital Market,NASDAQ
INTT,inTest Corp,44214644.0,Technology,Semiconductors,2.01121,4.48,0.0,22007,NYSE American,AMEX
QUIK,QuickLogic Corp,33055946.0,Technology,Semiconductors,2.0983,2.99,0.0,72583,NASDAQ Global Market,NASDAQ
YGE,Yingli Green Energy Holding Company Limited ADR,24840000.0,Technology,Semiconductors,2.128398,1.38,0.0,35455,New York Stock Exchange,NYSE
WISA,Summit Wireless Technologies Inc,17443908.0,Technology,Semiconductors,0.0,2.23,0.0,361698,NasdaqCM,NASDAQ
RGSE,Real Goods Solar Inc.,16384280.0,Technology,Semiconductors,1.721658,0.46,0.0,236479,NASDAQ Capital Market,NASDAQ
LEDS,SemiLEDs Corp,12299402.0,Technology,Semiconductors,1.7848,3.07,0.0,167312,NASDAQ Capital Market,NASDAQ
SIGM,Sigma Designs Inc,9262500.0,Technology,Semiconductors,0.30556,0.24,0.0,322424,Nasdaq Global Select,NASDAQ
MOSY,MoSys Inc,6365718.0,Technology,Semiconductors,2.46422,1.8,0.0,85163,NASDAQ Capital Market,NASDAQ
PRKR,ParkerVision Inc,6231837.9,Technology,Semiconductors,2.22766,0.26,0.0,250329,NASDAQ Capital Market,NASDAQ
AVGOP,Broadcom Inc.,0.0,Technology,Semiconductors,0.805653,1250.81,0.0,10320,NasdaqGS,NASDAQ
