symbol,companyName,marketCap,sector,industry,beta,price,lastAnnualDividend,volume,exchange,exchangeShortName
NICK,Nicholas Financial Inc,62166000.0,Financial Services,Credit Services,0.66954,7.97,0.0,4296,Nasdaq Global Select,NASDAQ
PT,Pintec Technology Holdings Ltd,50471808.0,Financial Services,Credit Services,0.0,1.17,0.0,139752,NasdaqGM,NASDAQ
AIHS,Senmiao Technology Ltd,50296208.0,Financial Services,Credit Services,1.032524,1.16,0.0,6310941,NASDAQ Capital Market,NASDAQ
XRF,China Rapid Finance Limited American Depositary Shares each representing one Class A,41315300.0,Financial Services,Credit Services,1.263826,3.05,0.0,292181,New York Stock Exchange,NYSE
HX,Hexindai Inc,40220788.0,Financial Services,Credit Services,0.615475,2.3,0.0,859689,NASDAQ Global Market,NASDAQ
FPAY,FlexShopper Inc,35456604.0,Financial Services,Credit Services,0.94188,1.66,0.0,187580,NASDAQ Capital Market,NASDAQ
LYL,Dragon Victory International Ltd,33578916.0,Financial Services,Credit Services,0.45,2.94,0.0,1448170,NASDAQ Capital Market,NASDAQ
CLDC,China Lending Corporation,30596964.01,Financial Services,Credit Services,-0.550855,1.26,0.0,8949,NASDAQ Capital Market,NASDAQ
DXF,Dunxin Financial Holdings Ltd,30451074.0,Financial Services,Credit Services,2.08993,1.46,0.0,541412,NYSE American,AMEX
CCCR,China Commercial Credit Inc.,18750000.0,Financial Services,Credit Services,0.087852,1.25,0.0,104208,NASDAQ Capital Market,NASDAQ
LMFA,LM Funding America Inc,9356032.0,Financial Services,Credit Services,1.53403,0.64,0.0,3116189,NASDAQ Capital Market,NASDAQ
GEK,General Electric Capital Corporation 4.70% Notes due May 16 2053,0.0,Financial Services,Credit Services,-0.038385,24.5,1.175,71721,New York Stock Exchange,NYSE
TCCA,Triangle Capital Corporation 6.375% Senior Notes due 2022,0.0,Financial Services,Credit Services,0.098353,25.1,1.59376,7094,New York Stock Exchange,NYSE
