symbol,companyName,marketCap,sector,industry,beta,price,lastAnnualDividend,volume,exchange,exchangeShortName
BHGE,Baker Hughes a GE company Class A,26114179100.0,Energy,Oil & Gas Services,1.139503,25.18,0.72,4441525,New York Stock Exchange,NYSE
FAST,Fastenal Co,25832384500.0,Industrials,Industrial Distribution,1.17791,45.0,0.97,3392473,Nasdaq Global Select,NASDAQ
LYB,LyondellBasell Industries NV,25672220700.0,Basic Materials,Specialty Chemicals,1.48244,76.9,4.2,2065001,New York Stock Exchange,NYSE
BCS,Barclays PLC,25187231700.0,Financial Services,Banks Diversified,0.827835,5.83,0.428947,2791987,New York Stock Exchange,NYSE
ETP,Energy Transfer Partners L.P. representing limited partner interests,25072995000.0,Energy,Oil & Gas Midstream,1.234948,21.49,2.26,8014651,New York Stock Exchange,NYSE
FMS,Fresenius Medical Care AG,24892565500.0,Healthcare,Medical Care Facilities,1.198712,40.86,1.287,141401,New York Stock Exchange,NYSE
SLF,Sun Life Financial Inc,24772032500.0,Financial Services,Insurance Diversified,1.04019,42.4,2.175,476816,New York Stock Exchange,NYSE
WMB,Williams Companies Inc,24222658600.0,Energy,Oil & Gas Midstream,1.77258,19.96,1.56,8903830,New York Stock Exchange,NYSE
RFT,RAIT Financial Trust 7.625% Senior Notes due 2024,24141220000.0,,,0.55777,17.66,1.90624,12471,New York Stock Exchange,NYSE
DTE,DTE Energy Co,24110274600.0,Utilities,Utilities Regulated Electric,0.6614,125.15,3.915,1053095,New York Stock Exchange,NYSE
DTY,DTE Energy Company 2016 Series F 6.00% Junior Subordinated Debentures due 2076,24091226100.0,,,-0.036602,26.5775,1.505,18513,New York Stock Exchange,NYSE
VEU,Vanguard FTSE All World Ex US,24025829400.0,,,0.0,51.93,1.28,2574380,NYSE Arca,NYSE
NOK,Nokia Corporation Sponsored American Depositary Shares,23921332200.0,Technology,Communication Equipment,0.045856,4.3,0.11599999999999999,29055715,New York Stock Exchange,NYSE
VCSH,Vanguard Short-Term Corporate Bond ETF,23879823559.0,,,0.0,82.91,2.174,2288264,NASDAQ Global Market,NASDAQ
BSV,Vanguard Short-Term Bond,23625418874.0,,,0.0,82.9,1.706,1767723,NYSE Arca,NYSE
TU,Telus Corp,23599919100.0,Communication Services,Telecom Services,0.55665,18.38,1.43625,1035378,New York Stock Exchange,NYSE
NTR,Nutrien Ltd,23598000100.0,Basic Materials,Agricultural Inputs,1.078416,41.57,2.37366,1546967,New York Stock Exchange,NYSE
VYM,Vanguard High Dividend Yield,23539600865.0,,,0.0,83.86,2.956,1577956,NYSE Arca,NYSE
WELL,Welltower Inc,23477352400.0,Real Estate,REIT Healthcare Facilities,0.93025,56.26,3.22,2744016,New York Stock Exchange,NYSE
HEWY,iShares Currency Hedged MSCI South Korea,23265509400.0,,,0.0,23.675,5.882,1202,NYSE Arca,NYSE
VCIT,Vanguard Intermediate-Term Corporate Bond ETF,23041881164.0,,,0.0,95.82,2.806,2897740,NASDAQ Global Market,NASDAQ
STT,State Street Corp,23041237000.0,Financial Services,Asset Management,1.63094,65.31,2.08,2105353,New York Stock Exchange,NYSE
DIA,SPDR Dow Jones Industrial Average,23018549200.0,,,0.0,283.33,5.904,3023409,NYSE Arca,NYSE
K,Kellogg Co,22893273100.0,Consumer Defensive,Packaged Foods,0.66436,66.76,2.28,1945144,New York Stock Exchange,NYSE
EIX,Edison International,22878588900.0,Utilities,Utilities Regulated Electric,0.57488,60.49,2.5,2227996,New York Stock Exchange,NYSE
NTRSP,Northern Trust Corporation Depository Shares,22847184900.0,Financial Services,Asset Management,1.236087,25.01,1.48,0,Nasdaq Global Select,NASDAQ
CCE,Coca-Cola European Partners plc,22574159985.08,Consumer Defensive,Beverages Non-Alcoholic,0.574116,46.73,1.2738152,1539841,New York Stock Exchange,NYSE
RCI,Rogers Communications Inc,22451593200.0,Communication Services,Telecom Services,0.26371,44.04,2.5,554856,New York Stock Exchange,NYSE
ETR,Entergy Corp,22365036500.0,Utilities,Utilities Diversified,0.51692,108.95,3.7,1109835,New York Stock Exchange,NYSE
TIP,iShares TIPS Bond,22363545600.0,,,0.0,125.85,2.6100000000000003,2248841,NYSE Arca,NYSE
XLF,SPDR Select Sector Fund - Financial,22306986000.0,,,0.0,25.25,0.611,53710066,NYSE Arca,NYSE
BSBR,Banco Santander Brasil SA American Depositary Shares each representing one unit,22294810600.0,Financial Services,Banks Regional,0.652631,5.96,0.6655500000000001,886503,New York Stock Exchange,NYSE
PSX,Phillips 66,22044463100.0,Energy,Oil & Gas Refining & Marketing,1.48501,50.48,3.6,3291252,New York Stock Exchange,NYSE
PPL,PPL Corp,22041036800.0,Utilities,Utilities Regulated Electric,0.80463,28.67,1.6525,4706236,New York Stock Exchange,NYSE
WY,Weyerhaeuser Co,21962637300.0,Real Estate,REIT Specialty,2.01061,29.43,1.02,4596321,New York Stock Exchange,NYSE
TSN,Tyson Foods Inc,21873872900.0,Consumer Defensive,Farm Products,0.66095,60.05,1.635,2515233,New York Stock Exchange,NYSE
EOG,EOG Resources Inc,21839970300.0,Energy,Oil & Gas E&P,1.95469,37.51,1.325,4798186,New York Stock Exchange,NYSE
DAL,Delta Air Lines Inc,21682956300.0,Industrials,Airlines,1.29015,34.0,0.805,20402755,New York Stock Exchange,NYSE
AMTD,TD Ameritrade Holding Corp,21621291000.0,Financial Services,Capital Markets,1.13407,39.97,1.23,3622658,Nasdaq Global Select,NASDAQ
CHU,China Unicom (Hong Kong) Ltd,21505189900.0,Communication Services,Telecom Services,1.179404,7.1,0.208,456738,New York Stock Exchange,NYSE
SLB,Schlumberger NV,21437259800.0,Energy,Oil & Gas Equipment & Services,2.12804,15.4,1.25,13004844,New York Stock Exchange,NYSE
XLV,SPDR Select Sector Fund - Health Care,21285285900.0,,,0.0,107.82,2.275,6991760,NYSE Arca,NYSE
O,Realty Income Corp,20961120300.0,Real Estate,REIT Retail,0.63299,60.75,2.752,2098652,New York Stock Exchange,NYSE
DFS,Discover Financial Services,20836626400.0,Financial Services,Credit Services,1.8645,68.0,1.76,3041795,New York Stock Exchange,NYSE
FMX,Fomento Economico Mexicano S.A.B. de C.V.,20793096200.0,Consumer Defensive,Beverages Brewers,0.138847,58.11,1.446,594326,New York Stock Exchange,NYSE
AEE,Ameren Corp,20604000300.0,Utilities,Utilities Regulated Electric,0.29675,83.39,1.96,1081590,New York Stock Exchange,NYSE
AVB,Avalonbay Communities Inc,20519067600.0,Real Estate,REIT Residential,0.88093,145.79,6.15,990973,New York Stock Exchange,NYSE
AMP,Ameriprise Financial Inc,20492634100.0,Financial Services,Asset Management,1.82361,170.39,3.95,641320,New York Stock Exchange,NYSE
SPG,Simon Property Group Inc,20458256400.0,Real Estate,REIT Retail,1.34786,66.88,7.6,4871432,New York Stock Exchange,NYSE
ARE,Alexandria Real Estate Equities Inc,20246501400.0,Real Estate,REIT Office,0.789,160.54,4.12,737023,New York Stock Exchange,NYSE
CNQ,Canadian Natural Resources Ltd,20165304300.0,Energy,Oil & Gas E&P,2.09165,17.07,1.6,3118735,New York Stock Exchange,NYSE
EC,Ecopetrol S.A. American Depositary Shares,20106016800.0,Energy,Oil & Gas Integrated,0.886716,9.78,1.429,995375,New York Stock Exchange,NYSE
FITBI,Fifth Third Bancorp Depositary Share repstg 1/1000th Ownership Interest Perp Pfd Series I,20083765200.0,Financial Services,Banks Regional,1.410623,28.71,1.656,48669,Nasdaq Global Select,NASDAQ
WPZ,Williams Partners L.P. Representing Limited Partner Interests,19921720000.0,Energy,Oil & Gas Midstream,1.715745,47.32,2.516,1603196,New York Stock Exchange,NYSE
MXIM,Maxim Integrated Products Inc,19485585400.0,Technology,Semiconductors,1.25426,72.87,1.92,3454987,Nasdaq Global Select,NASDAQ
MPC,Marathon Petroleum Corp,19449272300.0,Energy,Oil & Gas Refining & Marketing,2.14996,29.89,2.22,7253016,New York Stock Exchange,NYSE
BMLP,BMO Elkhorn DWA MLP Select Index Exchange Traded Notes due December 10 2036,19445620700.0,,,0.0,29.82,3.393,1583,NASDAQ Global Market,NASDAQ
BBVA,Banco Bilbao Vizcaya Argentaria S.A.,19378960400.0,Financial Services,Banks Diversified,1.366049,2.92,0.284559,3624396,New York Stock Exchange,NYSE
GRMN,Garmin Ltd,19284336600.0,Technology,Scientific & Technical Instruments,1.0263,100.84,2.32,757995,Nasdaq Global Select,NASDAQ
FTS,Fortis Inc,19273865200.0,Utilities,Utilities Regulated Electric,0.06187,41.53,1.8825,311853,New York Stock Exchange,NYSE
TEF,Telefonica SA,19159517200.0,Communication Services,Telecom Services,1.021721,3.71,0.43974199999999997,1841247,New York Stock Exchange,NYSE
SU,Suncor Energy Inc,19116519400.0,Energy,Oil & Gas Integrated,1.6802,12.53,1.935,7175756,New York Stock Exchange,NYSE
EQR,Equity Residential,19098095600.0,Real Estate,REIT Residential,0.65049,51.31,2.305,2598947,New York Stock Exchange,NYSE
CMS,CMS Energy Corp,18851602400.0,Utilities,Utilities Regulated Electric,0.17298,65.85,1.58,1609886,New York Stock Exchange,NYSE
SDY,SPDR S&P Dividend,18744085019.0,,,0.0,98.0,2.831,563233,NYSE Arca,NYSE
RBS,Royal Bank of Scotland Group Plc New (The) ADS,18590459900.0,Financial Services,Banks Diversified,1.139983,3.09,0.49727999999999994,1045816,New York Stock Exchange,NYSE
CAG,Conagra Brands Inc,18563684400.0,Consumer Defensive,Packaged Foods,0.89541,38.0,0.85,2666572,New York Stock Exchange,NYSE
CA,CA Inc.,18444675000.0,Technology,Software Application,0.714944,44.45,1.02,2785544,Nasdaq Global Select,NASDAQ
IP,International Paper Co,18239514600.0,Consumer Cyclical,Packaging & Containers,1.17842,46.4,2.0375,3034187,New York Stock Exchange,NYSE
VIAC,ViacomCBS Inc,18124877800.0,Communication Services,Entertainment,1.76573,29.28,0.84,9385046,NasdaqGS,NASDAQ
